OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE,BLOCKID10,HOUSING10,POP10,Shape_Length,Shape_Area,Longitude,Latitude
821,17,19,10900,5164,1.7019E+14,3,9,0.047677365,4.61285E-05,-88.2620851,39.97380929
822,17,19,902,2040,1.7019E+14,103,160,0.049292585,5.20568E-05,-88.28507635,40.12342635
823,17,19,10900,5098,1.7019E+14,0,0,0.002219134,2.64812E-07,-88.27464458,39.99543327
824,17,19,10900,8091,1.7019E+14,4,11,0.004073984,9.6701E-07,-88.27232859,39.91375931
825,17,19,10900,5106,1.7019E+14,29,100,0.011955808,4.92351E-06,-88.26558788,39.99031376
826,17,19,10900,6067,1.7019E+14,13,32,0.024069536,2.99448E-05,-88.35140886,39.96951208
827,17,19,10900,8128,1.7019E+14,0,0,0.016634514,1.74568E-05,-88.35171145,39.90308843
828,17,19,1302,1011,1.7019E+14,1,4,0.013584202,2.78502E-07,-88.25424515,40.08065445
829,17,19,10900,3058,1.7019E+14,4,12,0.003417278,6.19015E-07,-88.25147789,39.99018705
830,17,19,10900,2055,1.7019E+14,3,8,0.066928967,0.0002082,-88.15337256,39.9880075
831,17,19,10900,2060,1.7019E+14,1,2,0.051435938,0.000105421,-88.20285227,39.98897699
832,17,19,10900,2066,1.7019E+14,2,6,0.068304853,0.000285772,-88.2277029,39.97399812
833,17,19,10400,5038,1.7019E+14,0,0,0.011449703,1.01984E-06,-88.18300201,40.23602301
834,17,19,10400,2168,1.7019E+14,0,0,0.008825144,7.85082E-07,-88.18269756,40.22634089
835,17,19,10400,2061,1.7019E+14,2,3,0.053155549,0.000120369,-88.1593892,40.23084838
836,17,19,10604,1003,1.7019E+14,2,6,0.039424614,9.10465E-05,-88.16839204,40.21960115
837,17,19,10604,1112,1.7019E+14,34,78,0.052450704,0.000137751,-88.15343985,40.14583032
838,17,19,5402,2006,1.7019E+14,8,14,0.04799843,0.000104755,-88.14786904,40.1337157
839,17,19,10100,2003,1.7019E+14,14,33,0.004027311,8.36513E-07,-88.13941466,40.32155824
840,17,19,10100,4019,1.7019E+14,0,0,0.006482848,2.51627E-06,-88.15481521,40.31747432
841,17,19,301,1003,1.7019E+14,39,76,0.004530541,1.00596E-06,-88.2378654,40.11174238
842,17,19,301,1011,1.7019E+14,177,296,0.005724331,1.99892E-06,-88.23786235,40.10961894
843,17,19,402,2003,1.7019E+14,94,359,0.006070192,2.28349E-06,-88.2361868,40.10724136
844,17,19,402,2005,1.7019E+14,146,356,0.005593271,1.89322E-06,-88.23782715,40.10596477
845,17,19,302,3012,1.7019E+14,68,163,0.004524758,1.1504E-06,-88.23281429,40.11307225
846,17,19,301,2001,1.7019E+14,0,0,0.005437415,1.81697E-06,-88.22966474,40.11210742
847,17,19,301,2016,1.7019E+14,2,62,0.005414213,1.81259E-06,-88.23278285,40.10966321
848,17,19,401,1002,1.7019E+14,0,0,0.005537439,1.84133E-06,-88.23118381,40.10851774
849,17,19,401,1004,1.7019E+14,1,427,0.005247721,1.69519E-06,-88.2327414,40.10738648
850,17,19,402,2008,1.7019E+14,72,117,0.004675195,1.35E-06,-88.23604706,40.10475083
851,17,19,1400,1006,1.7019E+14,0,0,0.00819467,2.94481E-06,-88.23178925,40.1010096
852,17,19,1400,1014,1.7019E+14,0,0,0.01623803,1.50773E-05,-88.23592087,40.09662178
853,17,19,6000,2006,1.7019E+14,0,0,0.023544988,3.2215E-05,-88.23028874,40.087187
854,17,19,1205,2045,1.7019E+14,0,0,0.005052494,1.28968E-06,-88.32491434,40.08313743
855,17,19,5500,4025,1.7019E+14,3,10,0.002553285,4.07649E-07,-88.19999007,40.10968642
856,17,19,10900,8094,1.7019E+14,5,15,0.005226874,1.41273E-06,-88.27100578,39.91211535
857,17,19,10400,4126,1.7019E+14,0,0,0.012522727,1.31273E-06,-87.93184646,40.32525792
858,17,19,10800,5044,1.7019E+14,0,0,0.043148105,7.04918E-05,-88.20223749,39.961906
859,17,19,10800,5045,1.7019E+14,1,4,0.063137918,0.000209541,-88.21056504,39.95870028
860,17,19,10800,5048,1.7019E+14,7,14,0.063862339,0.000234924,-88.20925524,39.945865
861,17,19,10800,5125,1.7019E+14,2,5,0.058748551,0.00018603,-88.1864348,39.930083
862,17,19,10800,5135,1.7019E+14,0,0,0.033381158,3.27363E-05,-88.19545135,39.91132989
863,17,19,10800,5139,1.7019E+14,5,16,0.067413877,0.000278864,-88.2268607,39.88651182
864,17,19,10800,5122,1.7019E+14,0,0,0.020423092,1.50606E-05,-88.18270205,39.89261011
865,17,19,10800,2073,1.7019E+14,2,12,0.067242576,0.000278544,-88.11388258,39.98941835
866,17,19,10100,4029,1.7019E+14,11,21,0.004780542,1.12933E-06,-88.15230475,40.31595625
867,17,19,10204,2003,1.7019E+14,4,7,0.004491435,1.0848E-06,-88.15660768,40.3116515
868,17,19,10204,2066,1.7019E+14,3,8,0.004005261,9.56413E-07,-88.15771429,40.30577525
869,17,19,10300,1014,1.7019E+14,0,0,0.003396199,6.03492E-07,-88.16167946,40.30182091
870,17,19,10300,1027,1.7019E+14,0,0,0.010211154,1.33885E-06,-88.16421574,40.29696769
871,17,19,10300,1082,1.7019E+14,0,0,0.00648188,2.58634E-06,-88.16124582,40.29382946
872,17,19,10300,1009,1.7019E+14,0,0,0.008281766,4.27878E-06,-88.15682311,40.30244972
873,17,19,10300,1005,1.7019E+14,0,0,0.002127489,2.6321E-07,-88.15237256,40.30172681
874,17,19,10300,1078,1.7019E+14,0,0,0.011332042,6.81689E-06,-88.15691819,40.29169704
875,17,19,10300,1049,1.7019E+14,0,0,0.004537212,1.15329E-06,-88.15196167,40.29814172
876,17,19,10204,1006,1.7019E+14,29,67,0.005873255,1.29383E-06,-88.14185168,40.3053558
877,17,19,10100,4025,1.7019E+14,33,66,0.010905308,3.84257E-06,-88.14820165,40.31673586
878,17,19,10100,1016,1.7019E+14,34,65,0.008942057,2.82105E-06,-88.14424873,40.3170868
879,17,19,800,1022,1.7019E+14,31,86,0.010403527,2.54113E-06,-88.27267424,40.14495278
880,17,19,10603,3061,1.7019E+14,6,24,0.009193013,2.55873E-06,-88.37283499,40.19557486
881,17,19,10603,3033,1.7019E+14,2,4,0.006208908,1.78654E-06,-88.36646578,40.20074859
882,17,19,1205,3005,1.7019E+14,3,8,0.008358446,2.22466E-06,-88.33168279,40.09544287
883,17,19,1205,3001,1.7019E+14,60,172,0.036573793,1.79945E-05,-88.3244486,40.09666953
884,17,19,1205,3025,1.7019E+14,38,113,0.023496354,9.46663E-06,-88.31770404,40.09141247
885,17,19,1205,2061,1.7019E+14,1,2,0.002905296,5.10617E-07,-88.3160638,40.08384606
886,17,19,5402,3034,1.7019E+14,0,0,0.018665797,1.43276E-05,-88.19127088,40.13666375
887,17,19,5401,3015,1.7019E+14,8,19,0.00852776,2.25679E-06,-88.20714361,40.13430324
888,17,19,1400,2018,1.7019E+14,0,0,0.007595578,1.50053E-06,-88.24191147,40.06578253
889,17,19,5402,3037,1.7019E+14,14,31,0.00774766,3.93696E-06,-88.18327154,40.13887047
890,17,19,1400,2000,1.7019E+14,0,0,0.007025443,6.20006E-07,-88.23947433,40.06875883
891,17,19,1205,3004,1.7019E+14,14,41,0.01601087,1.21188E-05,-88.330995,40.09735607
892,17,19,800,2018,1.7019E+14,30,71,0.007541483,2.09527E-06,-88.25516356,40.15329526
893,17,19,10500,4127,1.7019E+14,0,0,0.00149442,4.6872E-08,-88.34686588,40.32568709
894,17,19,10500,4128,1.7019E+14,0,0,0.002411193,9.3125E-08,-88.34687066,40.32653409
895,17,19,10700,6114,1.7019E+14,4,12,0.02621733,2.53473E-05,-88.04900525,40.09602767
896,17,19,800,2010,1.7019E+14,129,196,0.006193339,2.42631E-06,-88.24638788,40.14552049
897,17,19,10603,3029,1.7019E+14,0,0,0.00146864,1.34094E-07,-88.36928888,40.2045745
898,17,19,800,2020,1.7019E+14,0,0,0.006474923,2.20108E-06,-88.25027555,40.15322577
899,17,19,10700,6140,1.7019E+14,6,24,0.009659917,5.3315E-06,-88.02162519,40.10231372
900,17,19,1205,1011,1.7019E+14,23,27,0.0038673,7.97758E-07,-88.30844922,40.10746853
901,17,19,1205,2012,1.7019E+14,0,0,0.001362433,3.60755E-08,-88.32797121,40.10406081
902,17,19,10900,5016,1.7019E+14,0,0,0.012717724,9.43497E-06,-88.24554573,40.05012216
903,17,19,10900,5000,1.7019E+14,27,48,0.03719047,5.68445E-05,-88.2408161,40.04871587
904,17,19,1400,2004,1.7019E+14,12,30,0.002611984,3.9553E-07,-88.23922653,40.06743808
905,17,19,1400,2014,1.7019E+14,0,0,0.002106276,2.23609E-07,-88.23865587,40.06757138
906,17,19,1302,2030,1.7019E+14,0,0,0.007864325,2.37368E-06,-88.25816847,40.07259428
907,17,19,1302,2029,1.7019E+14,1,0,0.006597348,1.25752E-06,-88.26005564,40.07384107
908,17,19,1302,2050,1.7019E+14,0,0,0.000926406,3.1724E-08,-88.27246767,40.06223933
909,17,19,1302,2080,1.7019E+14,4,3,0.009226759,2.83514E-06,-88.27563121,40.0604591
910,17,19,1302,2088,1.7019E+14,1,5,0.004352147,6.91483E-07,-88.27299327,40.06246697
911,17,19,1302,2079,1.7019E+14,2,2,0.019966788,9.01688E-06,-88.27345696,40.05677915
912,17,19,10603,2062,1.7019E+14,4,11,0.006033799,1.20781E-06,-88.39204465,40.18253485
913,17,19,1204,1046,1.7019E+14,7,17,0.003426184,4.0237E-07,-88.29433949,40.070798
914,17,19,10100,1004,1.7019E+14,1,5,0.011394868,7.30369E-06,-88.13079824,40.31394843
915,17,19,10100,5005,1.7019E+14,161,157,0.018711837,1.61249E-05,-88.13377811,40.32272075
916,17,19,10400,2101,1.7019E+14,0,0,0.007925807,8.69084E-07,-88.19413099,40.30635208
917,17,19,10800,5266,1.7019E+14,0,0,0.004194757,7.10096E-07,-88.14115387,39.88025596
918,17,19,10204,1013,1.7019E+14,0,0,0.003702127,2.86195E-07,-88.13701467,40.30462485
919,17,19,902,1020,1.7019E+14,0,0,0.008817757,3.8174E-06,-88.30989794,40.13252226
920,17,19,902,1021,1.7019E+14,7,15,0.008171586,1.57616E-06,-88.31030497,40.13168299
921,17,19,902,1025,1.7019E+14,0,0,0.009093265,2.92397E-06,-88.30282255,40.13641922
922,17,19,902,1023,1.7019E+14,30,71,0.008330236,3.18399E-06,-88.31248041,40.12985605
923,17,19,1302,2056,1.7019E+14,0,0,0.010925567,1.28437E-06,-88.2664393,40.0592684
924,17,19,800,2011,1.7019E+14,75,145,0.052411554,3.81132E-05,-88.24969198,40.15249192
925,17,19,10603,2053,1.7019E+14,0,0,0.016514895,1.65414E-05,-88.41014261,40.17301081
926,17,19,10400,2072,1.7019E+14,0,0,0.000951076,5.087E-08,-88.18384984,40.29715325
927,17,19,10601,1022,1.7019E+14,0,0,0.017421686,1.00318E-06,-88.38627037,40.20599945
928,17,19,11100,1043,1.7019E+14,2,4,0.002432677,3.40754E-07,-88.2078157,40.11266799
929,17,19,10603,3094,1.7019E+14,0,0,0.00167414,1.61349E-07,-88.3587337,40.21554341
930,17,19,10400,4102,1.7019E+14,2,4,0.049236165,0.000149517,-87.9952944,40.33672866
931,17,19,10400,4009,1.7019E+14,0,0,0.009643383,8.18406E-07,-88.00131284,40.39612179
932,17,19,10700,5025,1.7019E+14,0,0,0.018690147,3.03499E-06,-88.05691973,40.1207332
933,17,19,10400,2046,1.7019E+14,0,0,0.027769832,3.1859E-06,-88.16161304,40.28292032
934,17,19,10604,2055,1.7019E+14,1,2,0.00383602,8.42397E-07,-88.3521775,40.113562
935,17,19,1205,2043,1.7019E+14,0,0,0.039248204,6.8008E-05,-88.32034089,40.06710409
936,17,19,5600,2018,1.7019E+14,134,153,0.006693605,2.67906E-06,-88.18989302,40.09904363
937,17,19,10800,4038,1.7019E+14,7,19,0.072703663,0.000268916,-87.94889463,40.04751497
938,17,19,10500,3058,1.7019E+14,16,45,0.047605742,7.13151E-05,-88.38371618,40.22518052
939,17,19,10400,1033,1.7019E+14,0,0,0.00645541,1.22258E-06,-88.12666549,40.38804289
940,17,19,10601,3036,1.7019E+14,1,2,0.00553687,9.5341E-07,-88.41651126,40.18934292
941,17,19,10601,1059,1.7019E+14,1,7,0.00469121,1.34652E-06,-88.41787486,40.20553581
942,17,19,5401,1002,1.7019E+14,1,3,0.003866163,6.49667E-07,-88.18490946,40.12673479
943,17,19,10603,1026,1.7019E+14,1,2,0.04840963,0.000104074,-88.34240295,40.18491607
944,17,19,10603,1035,1.7019E+14,0,0,0.009964732,1.1765E-06,-88.33666411,40.17811291
945,17,19,10603,1049,1.7019E+14,1,2,0.008115845,2.89854E-06,-88.34194715,40.17400367
946,17,19,10700,1023,1.7019E+14,4,10,0.005294275,9.68059E-07,-87.98040614,40.1915082
947,17,19,10900,6059,1.7019E+14,1,2,0.028668748,1.78877E-05,-88.34303636,39.97402065
948,17,19,10800,2039,1.7019E+14,0,0,0.004330953,9.1767E-08,-88.07035693,40.02979685
949,17,19,10700,6118,1.7019E+14,0,0,0.005745464,4.37607E-07,-88.0496794,40.10749196
950,17,19,10700,5016,1.7019E+14,0,0,0.015368094,1.50823E-06,-88.052726,40.1243762
951,17,19,5300,1029,1.7019E+14,0,0,0.004792815,1.12625E-06,-88.21486946,40.13418313
952,17,19,10603,1048,1.7019E+14,0,0,0.005333339,1.1806E-06,-88.33985666,40.17210378
953,17,19,5300,1048,1.7019E+14,0,0,0.020137255,9.15226E-06,-88.22377836,40.1342098
954,17,19,200,1003,1.7019E+14,0,0,0.007309244,6.73428E-07,-88.23277274,40.13382422
955,17,19,1400,2003,1.7019E+14,493,1188,0.105753107,6.17896E-05,-88.24562302,40.06278853
956,17,19,10100,3007,1.7019E+14,0,0,0.01312146,4.82744E-06,-88.15273784,40.32475334
957,17,19,800,1000,1.7019E+14,168,284,0.042393938,8.12402E-05,-88.26367823,40.15273543
958,17,19,5600,5072,1.7019E+14,0,0,0.008529444,8.27282E-07,-88.16972032,40.08573899
959,17,19,10604,1196,1.7019E+14,0,0,0.02085504,2.51226E-06,-88.28375154,40.14794438
960,17,19,800,1034,1.7019E+14,0,0,0.04854063,8.84627E-06,-88.26577594,40.13781575
961,17,19,10603,2005,1.7019E+14,15,33,0.064463185,0.000134868,-88.37683078,40.18026372
962,17,19,1301,1019,1.7019E+14,319,598,0.034294511,4.31226E-05,-88.25338303,40.08640269
963,17,19,5401,4019,1.7019E+14,14,33,0.009677913,4.5846E-06,-88.18677318,40.12904263
964,17,19,10100,1023,1.7019E+14,0,0,0.008165781,7.32204E-07,-88.11931812,40.31225195
965,17,19,10400,2107,1.7019E+14,0,0,0.008947813,5.29901E-06,-88.18549708,40.30919723
966,17,19,5600,5026,1.7019E+14,0,0,0.015045516,1.48496E-06,-88.162122,40.08768427
967,17,19,10601,3050,1.7019E+14,0,0,0.011055123,7.93886E-07,-88.41001397,40.18059438
968,17,19,10400,1008,1.7019E+14,4,14,0.106352656,0.000382956,-88.18973566,40.39378754
969,17,19,5402,2027,1.7019E+14,0,0,0.007892565,1.28656E-06,-88.1817229,40.12679871
970,17,19,10604,1156,1.7019E+14,0,0,0.037289814,3.04316E-05,-88.22261138,40.1504821
971,17,19,10800,2019,1.7019E+14,6,13,0.071875952,0.000295846,-88.11344161,40.03321849
972,17,19,10604,1046,1.7019E+14,5,11,0.053248666,0.000121976,-88.25366264,40.17946284
973,17,19,10603,2032,1.7019E+14,0,0,0.012332523,9.57559E-07,-88.39087398,40.17956656
974,17,19,10601,3011,1.7019E+14,23,67,0.024586221,1.71229E-05,-88.42777165,40.20210989
975,17,19,10700,6020,1.7019E+14,1,2,0.054343628,9.30295E-05,-88.01386907,40.19164149
976,17,19,10800,3017,1.7019E+14,0,0,0.008092583,2.77975E-06,-88.07827024,40.02483606
977,17,19,10700,6127,1.7019E+14,11,21,0.100894377,0.000502679,-88.07830644,40.07442816
978,17,19,10500,4013,1.7019E+14,1,1,0.038912566,7.33554E-05,-88.38937842,40.37993395
979,17,19,10400,3001,1.7019E+14,40,54,0.106237424,0.000542076,-88.04127993,40.32020049
980,17,19,10400,4169,1.7019E+14,3,3,0.058473955,0.000137347,-88.01005183,40.26512547
981,17,19,10604,1017,1.7019E+14,0,0,0.058047941,0.000150238,-88.23054873,40.20994805
982,17,19,10400,4121,1.7019E+14,1,1,0.04080426,7.52047E-05,-87.93997915,40.32800064
983,17,19,10601,3039,1.7019E+14,0,0,0.021529007,2.3549E-06,-88.42145788,40.1942483
984,17,19,10500,4082,1.7019E+14,0,0,0.052690581,0.000151856,-88.42997721,40.35223329
985,17,19,6000,1027,1.7019E+14,0,0,0.002518043,3.80666E-07,-88.22382189,40.0999681
986,17,19,5300,1034,1.7019E+14,0,0,0.007284209,2.59595E-06,-88.21432541,40.13192272
987,17,19,902,1050,1.7019E+14,19,56,0.006579863,2.37926E-06,-88.30734464,40.1251456
988,17,19,6000,2007,1.7019E+14,0,0,0.054862514,0.000114219,-88.22336057,40.07786057
989,17,19,5401,4020,1.7019E+14,16,43,0.010209957,3.88608E-06,-88.185301,40.12809145
990,17,19,1205,2017,1.7019E+14,0,0,0.032029889,5.23705E-05,-88.32880456,40.10965568
991,17,19,10800,2018,1.7019E+14,3,4,0.059588787,0.000168463,-88.11661766,40.04548572
992,17,19,10500,3062,1.7019E+14,0,0,0.009592928,3.73431E-07,-88.34878073,40.24634568
993,17,19,10900,6089,1.7019E+14,0,0,0.011374028,1.0213E-06,-88.36589178,39.963123
994,17,19,10601,2006,1.7019E+14,0,0,0.023991757,1.91174E-06,-88.39569157,40.19228429
995,17,19,10400,2049,1.7019E+14,1,1,0.004924899,1.14817E-06,-88.16984166,40.28225203
996,17,19,6000,1020,1.7019E+14,0,0,0.017457812,1.667E-06,-88.22478077,40.09907405
997,17,19,10604,1246,1.7019E+14,0,0,0.008500753,4.13312E-07,-88.22179035,40.14725918
998,17,19,800,2023,1.7019E+14,0,0,0.017797377,1.62739E-05,-88.2415287,40.15421831
999,17,19,10500,3034,1.7019E+14,3,4,0.012512803,5.79816E-06,-88.38865922,40.26780332
1000,17,19,10500,3033,1.7019E+14,0,0,0.012182011,3.73757E-07,-88.39216101,40.26583326
1001,17,19,10400,2058,1.7019E+14,2,4,0.05279633,0.000138813,-88.12629273,40.24279954
1002,17,19,10604,1161,1.7019E+14,1,3,0.01947243,1.66882E-05,-88.20441665,40.16793562
1003,17,19,10800,3003,1.7019E+14,7,21,0.004446733,1.26463E-06,-88.07219566,40.02540011
1004,17,19,10700,5018,1.7019E+14,2,4,0.036323683,5.10471E-05,-88.0711332,40.12510658
1005,17,19,10604,2042,1.7019E+14,5,11,0.051366217,0.000133169,-88.41721598,40.11665408
1006,17,19,10800,5118,1.7019E+14,10,24,0.075615087,0.000160387,-88.16701765,39.90020322
1007,17,19,10601,1055,1.7019E+14,52,148,0.04407182,4.03464E-05,-88.4067978,40.20113708
1008,17,19,10604,1028,1.7019E+14,3,5,0.06677902,0.000273149,-88.26828673,40.20746764
1009,17,19,10800,2072,1.7019E+14,1,0,0.02562301,2.39751E-05,-88.06817971,39.99980032
1010,17,19,10400,2044,1.7019E+14,4,7,0.067579025,0.000280041,-88.1458681,40.27559937
1011,17,19,10500,4078,1.7019E+14,4,8,0.058259393,0.000121954,-88.39263833,40.3582482
1012,17,19,10500,4017,1.7019E+14,1,1,0.061828892,0.000132869,-88.43313817,40.38937944
1013,17,19,10601,1093,1.7019E+14,40,93,0.023027457,1.85676E-05,-88.41604165,40.19492572
1014,17,19,10601,1035,1.7019E+14,0,0,0.04600994,0.000111816,-88.40275842,40.20528715
1015,17,19,10400,4115,1.7019E+14,1,5,0.031696796,2.70577E-05,-87.94466431,40.33787004
1016,17,19,10700,6044,1.7019E+14,6,15,0.077340005,0.000348244,-88.05846471,40.17366056
1017,17,19,10400,2063,1.7019E+14,3,10,0.084758535,0.000295806,-88.17021525,40.24628052
1018,17,19,10800,2054,1.7019E+14,0,0,0.047332737,9.90584E-05,-88.01846211,40.03162124
1019,17,19,10500,4098,1.7019E+14,0,0,0.0145993,1.35403E-06,-88.43847869,40.35029167
1020,17,19,800,2065,1.7019E+14,0,0,0.016589082,5.32476E-06,-88.23083149,40.13872175
1021,17,19,5500,2030,1.7019E+14,37,85,0.013040898,8.9111E-06,-88.16954253,40.11540911
1022,17,19,10400,2029,1.7019E+14,1,2,0.067575336,0.00027962,-88.12648914,40.26106564
1023,17,19,5600,5036,1.7019E+14,37,84,0.06067124,7.78186E-05,-88.17128416,40.09169941
1024,17,19,5500,2024,1.7019E+14,0,0,0.019895591,2.37489E-06,-88.15821363,40.11321792
1025,17,19,10100,4013,1.7019E+14,0,0,0.001637127,1.42908E-07,-88.15515381,40.31908321
1026,17,19,10700,4009,1.7019E+14,5,12,0.017740703,1.27912E-05,-88.04823863,40.1122793
1027,17,19,5500,1005,1.7019E+14,0,0,0.00320157,1.69192E-07,-88.19022604,40.11572467
1028,17,19,10500,1067,1.7019E+14,11,21,0.153153912,0.000427187,-88.31738559,40.34064547
1029,17,19,5401,3028,1.7019E+14,43,23,0.007800909,5.39376E-07,-88.196546,40.13226012
1030,17,19,6000,1034,1.7019E+14,0,0,0.003610852,6.64647E-07,-88.22751566,40.09857274
1031,17,19,5500,2059,1.7019E+14,0,0,0.005772496,1.17804E-06,-88.18271618,40.11567921
1032,17,19,10500,4032,1.7019E+14,2,4,0.080531094,0.000231318,-88.45050224,40.35714642
1033,17,19,10500,3076,1.7019E+14,13,33,0.053533824,0.000111144,-88.35153119,40.23282687
1034,17,19,10800,5208,1.7019E+14,2,4,0.062970992,0.000247491,-88.03845611,39.90202249
1035,17,19,10604,2096,1.7019E+14,0,0,0.029093786,2.0566E-06,-88.44510751,40.07559448
1036,17,19,1206,1013,1.7019E+14,58,118,0.029400389,1.39838E-05,-88.2997088,40.09318246
1037,17,19,902,2024,1.7019E+14,0,0,0.002508062,2.56573E-07,-88.29544332,40.13599176
1038,17,19,700,2021,1.7019E+14,0,0,0.007405429,2.81523E-06,-88.2394378,40.12367532
1039,17,19,1205,3035,1.7019E+14,32,77,0.018173996,7.84642E-06,-88.31768722,40.0853262
1040,17,19,1206,2003,1.7019E+14,31,84,0.020264442,8.76739E-06,-88.31151636,40.097436
1041,17,19,5600,1013,1.7019E+14,49,105,0.012962853,4.41054E-06,-88.18427886,40.10218017
1042,17,19,1206,1001,1.7019E+14,111,259,0.049486392,3.30036E-05,-88.30209192,40.09267882
1043,17,19,5500,2032,1.7019E+14,26,61,0.010997916,4.1292E-06,-88.17136203,40.11514832
1044,17,19,1204,1044,1.7019E+14,36,117,0.010000393,6.87285E-06,-88.29148507,40.07351849
1045,17,19,1203,2023,1.7019E+14,1,4,0.001108512,6.75935E-08,-88.28653496,40.08784254
1046,17,19,1203,2003,1.7019E+14,13,29,0.007172772,2.01567E-06,-88.28598586,40.09407909
1047,17,19,800,1052,1.7019E+14,29,68,0.009093295,3.76114E-06,-88.27049394,40.14065485
1048,17,19,1302,2063,1.7019E+14,31,84,0.011204418,5.63646E-06,-88.25598927,40.06144244
1049,17,19,1302,1026,1.7019E+14,37,49,0.009868087,5.91462E-06,-88.24972113,40.07519728
1050,17,19,1400,2036,1.7019E+14,59,129,0.016019761,1.62514E-05,-88.24070581,40.06345364
1051,17,19,1206,2024,1.7019E+14,42,83,0.014768628,6.91356E-06,-88.31155064,40.08475368
1052,17,19,5701,3016,1.7019E+14,38,110,0.011248678,6.18876E-06,-88.20394208,40.08586681
1053,17,19,5701,4024,1.7019E+14,31,81,0.00867002,4.1838E-06,-88.2019043,40.08702058
1054,17,19,5702,1017,1.7019E+14,35,86,0.009644775,3.6703E-06,-88.18324885,40.08275584
1055,17,19,5600,5016,1.7019E+14,51,151,0.01296344,5.48128E-06,-88.17714673,40.09989383
1056,17,19,5600,1002,1.7019E+14,22,45,0.008613576,2.92301E-06,-88.17962044,40.10525255
1057,17,19,5500,3001,1.7019E+14,82,190,0.0183799,1.2299E-05,-88.16887672,40.11010572
1058,17,19,5500,3012,1.7019E+14,22,59,0.007622006,1.42804E-06,-88.17113332,40.10652417
1059,17,19,1204,1066,1.7019E+14,15,41,0.007085787,3.01784E-06,-88.29138987,40.06684312
1060,17,19,1206,2023,1.7019E+14,61,89,0.023090856,1.76203E-05,-88.30823061,40.08569831
1061,17,19,5402,2019,1.7019E+14,19,36,0.04071894,1.84172E-05,-88.13382914,40.12606102
1062,17,19,1302,1004,1.7019E+14,0,0,0.00496012,9.80081E-07,-88.24880261,40.08288923
1063,17,19,10700,3015,1.7019E+14,42,104,0.012298505,6.73799E-06,-88.03790508,40.11791579
1064,17,19,10700,2046,1.7019E+14,33,103,0.092433185,0.000235467,-87.99013826,40.09586041
1065,17,19,10400,3038,1.7019E+14,30,81,0.0206258,8.94344E-06,-88.01843334,40.30087054
1066,17,19,10601,2058,1.7019E+14,14,33,0.005523892,1.88256E-06,-88.40597787,40.1864768
1067,17,19,10601,2065,1.7019E+14,0,0,0.000731956,3.37785E-08,-88.40689957,40.18479605
1068,17,19,10601,3037,1.7019E+14,0,0,0.013323387,7.79604E-06,-88.42040941,40.19086039
1069,17,19,10604,2127,1.7019E+14,1,1,0.003193984,5.47317E-07,-88.42775536,40.10612169
1070,17,19,10601,1031,1.7019E+14,0,0,0.010276875,5.45994E-06,-88.39149292,40.20462771
1071,17,19,10604,2069,1.7019E+14,3,10,0.004016044,7.01398E-07,-88.42416825,40.10613879
1072,17,19,10800,4027,1.7019E+14,6,19,0.070019008,0.000192064,-87.97070564,40.05548861
1073,17,19,10204,5039,1.7019E+14,8,22,0.004705868,1.29148E-06,-88.16863361,40.3113124
1074,17,19,10300,1107,1.7019E+14,0,0,0.007592383,3.26869E-06,-88.14932408,40.28443601
1075,17,19,5300,1044,1.7019E+14,0,0,0.000951527,6.85165E-08,-88.22269189,40.12869759
1076,17,19,10900,8064,1.7019E+14,38,86,0.010695784,6.108E-06,-88.27613896,39.91444168
1077,17,19,10900,1040,1.7019E+14,47,154,0.016376482,1.17952E-05,-88.15378453,39.99795562
1078,17,19,10900,2036,1.7019E+14,43,120,0.010497399,6.96683E-06,-88.15068153,39.99800607
1079,17,19,10900,2037,1.7019E+14,34,90,0.009676524,5.6016E-06,-88.14831627,39.99769104
1080,17,19,10603,3072,1.7019E+14,120,339,0.052926632,6.54072E-05,-88.37875359,40.18922538
1081,17,19,10601,3034,1.7019E+14,2,6,0.072386206,8.44567E-05,-88.42387781,40.1896512
1082,17,19,10100,4064,1.7019E+14,13,24,0.004561021,1.0502E-06,-88.16131294,40.31511526
1083,17,19,10900,7018,1.7019E+14,3,4,0.051518559,0.000125452,-88.37909914,39.96402849
1084,17,19,10900,5160,1.7019E+14,3,8,0.032836719,6.59857E-05,-88.30798251,39.97085177
1085,17,19,10500,1093,1.7019E+14,0,0,0.001809352,1.03428E-07,-88.28067843,40.31885507
1086,17,19,10601,1056,1.7019E+14,19,46,0.011157931,8.95112E-06,-88.40634516,40.1999711
1087,17,19,10601,1065,1.7019E+14,9,22,0.007459479,2.52543E-06,-88.42187854,40.20252388
1088,17,19,10601,1058,1.7019E+14,52,156,0.021247767,1.15642E-05,-88.41565422,40.20463914
1089,17,19,5500,2054,1.7019E+14,0,0,0.023942451,2.56243E-05,-88.16538267,40.10988699
1090,17,19,10800,5072,1.7019E+14,0,0,0.036242332,1.94584E-06,-88.1602035,39.9160291
1091,17,19,10900,1014,1.7019E+14,6,12,0.007990094,1.39937E-06,-88.15921092,40.00722882
1092,17,19,10604,1229,1.7019E+14,0,0,0.003467293,4.93504E-07,-88.27770153,40.14155683
1093,17,19,10400,2159,1.7019E+14,0,0,0.009166087,2.17468E-06,-88.19436724,40.23744294
