OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE,BLOCKID10,HOUSING10,POP10,Shape_Length,Shape_Area,Longitude,Latitude
1,17,19,10604,1266,1.7019E+14,0,0,0.01096947,2.88204E-06,-88.20527887,40.15937427
2,17,19,10604,1245,1.7019E+14,0,0,0.010424624,5.03687E-07,-88.22319497,40.1438235
3,17,19,10500,2023,1.7019E+14,15,41,0.081298142,0.000286033,-88.33937233,40.2618462
4,17,19,10601,3035,1.7019E+14,0,0,0.01191664,4.65134E-06,-88.41943776,40.19310893
5,17,19,10603,2034,1.7019E+14,4,7,0.013167813,8.48284E-06,-88.39815726,40.18211306
6,17,19,901,1000,1.7019E+14,0,0,0.02295972,1.67128E-06,-88.26378697,40.1360109
7,17,19,700,3002,1.7019E+14,0,0,0.001229091,6.56125E-08,-88.25773604,40.13498075
8,17,19,700,3003,1.7019E+14,0,0,0.010536827,1.33199E-06,-88.25666534,40.13459354
9,17,19,800,1002,1.7019E+14,0,0,0.006303095,3.23581E-07,-88.26651691,40.15658214
10,17,19,10500,4145,1.7019E+14,23,56,0.011201716,5.0884E-06,-88.35349383,40.31546904
11,17,19,700,2016,1.7019E+14,0,0,0.009721751,5.26345E-06,-88.2443708,40.12483739
12,17,19,10604,1217,1.7019E+14,0,0,0.031194227,6.36256E-06,-88.26529409,40.15710886
13,17,19,10500,1050,1.7019E+14,1,1,0.037802724,5.36841E-05,-88.2581802,40.34263147
14,17,19,10800,2043,1.7019E+14,4,7,0.077023465,0.000191662,-88.0911517,40.02968475
15,17,19,10800,3006,1.7019E+14,0,0,0.008269185,1.74447E-07,-88.07372091,40.02736545
16,17,19,5600,5050,1.7019E+14,0,0,0.003969739,3.05905E-07,-88.18068356,40.0952647
17,17,19,5600,5027,1.7019E+14,97,165,0.054649511,5.30006E-05,-88.16579644,40.09397861
18,17,19,10700,6026,1.7019E+14,2,5,0.023364269,2.55824E-05,-88.06446688,40.18857079
19,17,19,10700,6106,1.7019E+14,6,14,0.077705384,0.000353469,-88.06113774,40.10332482
20,17,19,10500,1016,1.7019E+14,1,2,0.037201074,7.37178E-05,-88.29560287,40.38076478
21,17,19,10500,4066,1.7019E+14,2,4,0.021180417,2.36128E-05,-88.34540362,40.38325144
22,17,19,10700,5005,1.7019E+14,83,223,0.074276784,0.000148588,-88.03909234,40.13394735
23,17,19,10400,4146,1.7019E+14,0,0,0.009473186,3.31475E-07,-87.9443656,40.30021101
24,17,19,10400,4113,1.7019E+14,0,0,0.034332089,4.62425E-05,-87.95060878,40.33463674
25,17,19,10800,2062,1.7019E+14,5,7,0.080625352,0.000296385,-88.0897167,40.0165727
26,17,19,10700,6065,1.7019E+14,0,0,0.040026516,5.8433E-05,-88.03932491,40.14618433
27,17,19,10604,1125,1.7019E+14,6,8,0.053250724,0.000166247,-88.20618503,40.18037018
28,17,19,10500,3077,1.7019E+14,24,65,0.052202792,8.2252E-05,-88.35722727,40.23010041
29,17,19,1400,1019,1.7019E+14,0,0,0.001743805,2.26508E-07,-88.23228069,40.09957352
30,17,19,902,1060,1.7019E+14,0,0,0.005380341,2.10113E-06,-88.30607938,40.11915177
31,17,19,1400,1040,1.7019E+14,0,0,0.002673572,4.6671E-07,-88.24430073,40.09224141
32,17,19,5300,1031,1.7019E+14,0,0,0.004168206,9.78032E-07,-88.21539324,40.13029621
33,17,19,5300,1030,1.7019E+14,0,0,0.047482296,2.66184E-05,-88.21330026,40.13186632
34,17,19,10900,5041,1.7019E+14,0,0,0.007323282,1.12271E-06,-88.25331405,40.04105834
35,17,19,700,3010,1.7019E+14,293,555,0.042886943,3.83623E-05,-88.24984988,40.1322389
36,17,19,902,2006,1.7019E+14,0,0,0.011162948,4.73081E-06,-88.28969813,40.14291154
37,17,19,10500,2053,1.7019E+14,34,99,0.026568504,1.61469E-05,-88.34267025,40.30759433
38,17,19,10500,3027,1.7019E+14,6,19,0.090445373,0.000344376,-88.4101166,40.25923128
39,17,19,10500,3012,1.7019E+14,9,18,0.119384856,0.000541171,-88.36331177,40.28173732
40,17,19,10601,1083,1.7019E+14,8,17,0.005906357,2.22283E-06,-88.42234058,40.19626353
41,17,19,10800,5064,1.7019E+14,0,0,0.015246717,1.157E-05,-88.16262377,39.93984889
42,17,19,10604,1164,1.7019E+14,0,0,0.010417671,2.66945E-06,-88.24380173,40.18186329
43,17,19,6000,1008,1.7019E+14,0,0,0.002037117,2.54564E-07,-88.22667063,40.10018219
44,17,19,6000,1043,1.7019E+14,0,0,0.002629413,3.54198E-07,-88.22453372,40.09921209
45,17,19,6000,1024,1.7019E+14,0,0,0.003469927,6.36122E-07,-88.22454212,40.0999296
46,17,19,10700,6024,1.7019E+14,12,25,0.069568862,0.00029485,-88.11511958,40.17875136
47,17,19,10700,6046,1.7019E+14,2,6,0.034939902,4.73465E-05,-88.04602845,40.16966759
48,17,19,10700,6012,1.7019E+14,4,6,0.064174213,0.000261529,-88.07671674,40.20783547
49,17,19,10700,6088,1.7019E+14,0,0,0.031866235,2.64735E-06,-88.07786531,40.12064233
50,17,19,10601,2001,1.7019E+14,0,0,0.010508985,2.30086E-06,-88.39690099,40.19747077
51,17,19,10400,2033,1.7019E+14,3,6,0.058974739,0.000206538,-88.09039245,40.2315819
52,17,19,10500,3017,1.7019E+14,0,0,0.016345824,6.74646E-07,-88.38832114,40.26814731
53,17,19,10400,2040,1.7019E+14,0,0,0.003240582,7.2794E-08,-88.06198716,40.2387855
54,17,19,10900,2000,1.7019E+14,3,6,0.067093879,0.000277498,-88.1333534,40.04767317
55,17,19,10601,3021,1.7019E+14,0,0,0.035299838,4.11613E-06,-88.44224834,40.1762651
56,17,19,10400,4011,1.7019E+14,0,0,0.012884623,9.84706E-07,-88.00902478,40.39919444
57,17,19,10400,1054,1.7019E+14,0,0,0.069724187,0.000181031,-88.12119957,40.36967266
58,17,19,10700,6080,1.7019E+14,2,3,0.019817413,1.21212E-05,-88.08420792,40.12952473
59,17,19,11100,1009,1.7019E+14,0,0,0.004119279,3.3442E-07,-88.20698581,40.1154168
60,17,19,5600,5073,1.7019E+14,6,11,0.076818679,0.000377863,-88.13302015,40.0740081
61,17,19,10700,6156,1.7019E+14,0,0,0.043042008,0.000103518,-88.0975035,40.05845682
62,17,19,10800,5142,1.7019E+14,2,4,0.070903204,0.00021584,-88.18866966,39.88763878
63,17,19,200,1013,1.7019E+14,0,0,0.008725905,9.67158E-07,-88.23493808,40.12903526
64,17,19,10900,3039,1.7019E+14,0,0,0.00560742,7.58906E-07,-88.25973073,39.98408513
65,17,19,10604,1236,1.7019E+14,0,0,0.00341079,1.18475E-07,-88.20086617,40.14837393
66,17,19,5600,5067,1.7019E+14,2,4,0.026407807,1.75196E-05,-88.17089799,40.08763211
67,17,19,10400,1044,1.7019E+14,10,21,0.022132667,9.54575E-06,-88.12354454,40.38352761
68,17,19,10400,1107,1.7019E+14,20,36,0.012830807,6.69396E-06,-88.12491698,40.38476847
69,17,19,10100,4010,1.7019E+14,0,0,0.012796426,4.04712E-06,-88.1563987,40.31677041
70,17,19,10604,2063,1.7019E+14,3,5,0.065086684,0.000246309,-88.35963281,40.10530787
71,17,19,11100,1025,1.7019E+14,0,0,0.001747096,4.4242E-08,-88.20938948,40.1146045
72,17,19,5702,1011,1.7019E+14,57,125,0.017159214,1.10454E-05,-88.18254001,40.07947533
73,17,19,10604,1087,1.7019E+14,42,84,0.070882454,0.000277018,-88.19158252,40.1638593
74,17,19,10604,1117,1.7019E+14,15,37,0.013137355,1.02053E-05,-88.18488607,40.15528565
75,17,19,10800,1026,1.7019E+14,0,0,0.005877752,5.77605E-07,-87.95899659,40.03451549
76,17,19,10900,4007,1.7019E+14,0,0,0.00602634,6.16858E-07,-88.26047233,39.99716928
77,17,19,10900,3021,1.7019E+14,1,2,0.009229742,1.52899E-06,-88.26293549,39.98403871
78,17,19,5402,1007,1.7019E+14,0,0,0.00282429,1.91497E-07,-88.1941207,40.13690969
79,17,19,10700,2006,1.7019E+14,0,0,0.015348214,4.52366E-06,-87.957442,40.11911303
80,17,19,10604,1168,1.7019E+14,0,0,0.013268528,2.54691E-06,-88.25702177,40.16795701
81,17,19,10500,2036,1.7019E+14,3,4,0.066668557,0.000279025,-88.24124844,40.23118965
82,17,19,5300,1035,1.7019E+14,0,0,0.002736517,3.14849E-07,-88.21457067,40.13486798
83,17,19,5300,1009,1.7019E+14,0,0,0.007774358,1.12308E-06,-88.21224304,40.13536637
84,17,19,10604,2038,1.7019E+14,0,0,0.043002251,6.22446E-05,-88.45411915,40.11848894
85,17,19,1302,1005,1.7019E+14,16,43,0.009332961,2.82096E-06,-88.2494906,40.08161789
86,17,19,902,2009,1.7019E+14,0,0,0.025650125,3.13044E-05,-88.28545439,40.13939456
87,17,19,700,2035,1.7019E+14,0,0,0.006368333,1.15331E-06,-88.23848743,40.12235523
88,17,19,902,1012,1.7019E+14,6,17,0.00376494,8.66766E-07,-88.30737359,40.13031836
89,17,19,5702,1019,1.7019E+14,20,45,0.006022936,2.23562E-06,-88.18457827,40.08107198
90,17,19,1302,1017,1.7019E+14,125,380,0.023241704,1.95896E-05,-88.25428959,40.075726
91,17,19,1205,1022,1.7019E+14,19,44,0.010872499,2.60211E-06,-88.31025108,40.09972932
92,17,19,1206,2011,1.7019E+14,50,108,0.033393604,2.71933E-05,-88.31025641,40.09065701
93,17,19,902,1038,1.7019E+14,98,209,0.040658834,1.82649E-05,-88.30146721,40.12304559
94,17,19,10900,5048,1.7019E+14,9,15,0.169172262,0.000461517,-88.27918714,40.04611314
95,17,19,1203,2022,1.7019E+14,30,87,0.010648492,4.62564E-06,-88.28686075,40.08795508
96,17,19,902,1037,1.7019E+14,62,102,0.011144992,4.72073E-06,-88.29751846,40.12705189
97,17,19,1301,5000,1.7019E+14,30,75,0.009378966,4.42492E-06,-88.2668253,40.0878567
98,17,19,1204,1020,1.7019E+14,45,145,0.012038935,9.66308E-06,-88.29887362,40.07859834
99,17,19,1204,1016,1.7019E+14,98,311,0.042375175,2.666E-05,-88.30165694,40.08006905
100,17,19,1205,1007,1.7019E+14,54,168,0.010046024,6.3904E-06,-88.30767976,40.10371381
101,17,19,902,2046,1.7019E+14,53,88,0.010157981,6.49243E-06,-88.28789459,40.1212545
102,17,19,1201,5007,1.7019E+14,27,60,0.013962582,9.2678E-06,-88.28866643,40.11019002
103,17,19,1203,3012,1.7019E+14,1,3,0.001002106,6.37495E-08,-88.2895034,40.0845185
104,17,19,1204,1007,1.7019E+14,28,72,0.03211064,4.85214E-05,-88.28479207,40.08035185
105,17,19,1203,2008,1.7019E+14,25,67,0.007621752,2.95835E-06,-88.28433317,40.09209788
106,17,19,1302,2093,1.7019E+14,18,56,0.00878234,4.25618E-06,-88.26019118,40.07484937
107,17,19,1302,2043,1.7019E+14,153,296,0.028881635,2.75077E-05,-88.25196713,40.0661256
108,17,19,5900,3003,1.7019E+14,28,1439,0.019907768,1.77846E-05,-88.22096385,40.10364749
109,17,19,1205,3031,1.7019E+14,36,128,0.010449247,4.9009E-06,-88.3172759,40.09025847
110,17,19,1205,1024,1.7019E+14,20,47,0.006155853,2.45326E-06,-88.31250334,40.10003488
111,17,19,5702,1029,1.7019E+14,62,136,0.08300925,0.000192409,-88.19826865,40.07514256
112,17,19,5701,3008,1.7019E+14,20,40,0.008888059,3.46588E-06,-88.20609777,40.08799213
113,17,19,5402,3032,1.7019E+14,18,31,0.005463624,1.76063E-06,-88.18776596,40.13336186
114,17,19,5402,3015,1.7019E+14,7,13,0.006157284,1.7196E-06,-88.18414544,40.13670685
115,17,19,5500,3024,1.7019E+14,27,75,0.006455493,2.52542E-06,-88.17443022,40.10794558
116,17,19,5600,5000,1.7019E+14,22,56,0.081868059,0.000416364,-88.13387991,40.09505975
117,17,19,1204,1054,1.7019E+14,23,65,0.008543044,4.46877E-06,-88.29365697,40.06855745
118,17,19,1205,1004,1.7019E+14,21,60,0.013221851,3.60046E-06,-88.31206781,40.10266327
119,17,19,10204,5013,1.7019E+14,10,32,0.006258846,2.44416E-06,-88.16420932,40.31353975
120,17,19,10601,2035,1.7019E+14,6,11,0.004589506,1.29439E-06,-88.40840883,40.19244601
121,17,19,10601,2053,1.7019E+14,16,26,0.005724268,2.054E-06,-88.40863542,40.18884882
122,17,19,10601,1038,1.7019E+14,0,0,0.002572022,2.65765E-07,-88.41779737,40.20625339
123,17,19,10601,1037,1.7019E+14,0,0,0.010075523,1.23524E-06,-88.41492406,40.20583937
124,17,19,10604,2089,1.7019E+14,3,17,0.002804737,4.55687E-07,-88.42540082,40.10711656
125,17,19,10603,3075,1.7019E+14,1,1,0.005354952,4.73745E-07,-88.39021434,40.19325629
126,17,19,10603,3048,1.7019E+14,0,0,0.004494066,1.2334E-06,-88.37549467,40.19402263
127,17,19,10900,5080,1.7019E+14,0,0,0.01218737,3.64535E-06,-88.30480257,40.02628017
128,17,19,1205,1003,1.7019E+14,219,421,0.062646257,5.15781E-05,-88.30849868,40.10765406
129,17,19,902,1014,1.7019E+14,56,157,0.023021983,7.88141E-06,-88.31241381,40.12912558
130,17,19,902,1087,1.7019E+14,30,97,0.009234742,3.20273E-06,-88.31015532,40.12936167
131,17,19,10204,2065,1.7019E+14,4,5,0.009169936,4.49682E-06,-88.15727782,40.30444373
132,17,19,10100,4017,1.7019E+14,1,5,0.000741448,3.7562E-08,-88.15148354,40.31881339
133,17,19,1302,2015,1.7019E+14,95,199,0.022499391,1.45022E-05,-88.26650787,40.08005678
134,17,19,10900,8102,1.7019E+14,0,0,0.013049165,2.59511E-06,-88.27428431,39.90511796
135,17,19,10800,3033,1.7019E+14,49,117,0.03440885,1.34145E-05,-88.073681,40.01713464
136,17,19,10800,3034,1.7019E+14,9,26,0.005251875,1.78649E-06,-88.07541069,40.01786383
137,17,19,10100,3017,1.7019E+14,30,69,0.007542066,3.42248E-06,-88.14372989,40.32048948
138,17,19,10900,8060,1.7019E+14,28,77,0.023363023,2.74555E-05,-88.27688345,39.91124176
139,17,19,10601,3019,1.7019E+14,107,271,0.118708391,0.000181032,-88.43731088,40.18746154
140,17,19,10603,3045,1.7019E+14,22,56,0.028894423,1.49727E-05,-88.37663692,40.19526428
141,17,19,10603,2030,1.7019E+14,52,135,0.017962932,1.56825E-05,-88.39367098,40.18466007
142,17,19,10700,1037,1.7019E+14,8,17,0.008588993,2.74232E-06,-87.97126467,40.19214186
143,17,19,10800,2087,1.7019E+14,3,7,0.011581746,4.94818E-06,-88.07641344,40.02256877
144,17,19,5500,1015,1.7019E+14,0,0,0.016094006,3.58884E-06,-88.20054849,40.11419145
145,17,19,10900,8003,1.7019E+14,0,0,0.030126915,8.22274E-07,-88.26596742,39.95946932
146,17,19,800,2066,1.7019E+14,0,0,0.003262685,5.59182E-07,-88.23205356,40.13551564
147,17,19,902,2018,1.7019E+14,1,2,0.015867852,1.14202E-05,-88.29439289,40.13914616
148,17,19,10400,1060,1.7019E+14,0,0,0.003749172,6.13352E-07,-88.12791399,40.38625293
149,17,19,10900,6086,1.7019E+14,0,0,0.004701347,8.48735E-07,-88.34541003,39.96698083
150,17,19,5300,1020,1.7019E+14,0,0,0.007628476,2.21611E-06,-88.23102104,40.13631593
151,17,19,500,4014,1.7019E+14,0,0,0.010269242,2.23289E-06,-88.24399022,40.10037596
152,17,19,10601,1064,1.7019E+14,14,41,0.012112572,5.33102E-06,-88.42121059,40.20072901
153,17,19,10603,3090,1.7019E+14,34,79,0.016190436,1.48367E-05,-88.393916,40.18789998
154,17,19,902,1046,1.7019E+14,170,424,0.057853107,3.55583E-05,-88.30977768,40.12456379
155,17,19,10700,3012,1.7019E+14,49,183,0.013043828,8.33166E-06,-88.02196067,40.11589183
156,17,19,10400,5010,1.7019E+14,20,36,0.04409109,5.0053E-05,-88.18817116,40.24949213
157,17,19,10900,6000,1.7019E+14,11,26,0.067781492,0.000283094,-88.32317495,40.04752838
158,17,19,10601,3052,1.7019E+14,12,29,0.092658558,0.000251005,-88.45426543,40.16382402
159,17,19,10400,4056,1.7019E+14,0,0,0.070207217,0.000126745,-87.97902416,40.38751257
160,17,19,10604,1166,1.7019E+14,3,6,0.064986423,0.000257024,-88.24847138,40.16369524
161,17,19,10900,7099,1.7019E+14,0,0,0.043581921,8.6925E-05,-88.379937,39.90571086
162,17,19,10601,3048,1.7019E+14,0,0,0.0138932,1.69127E-06,-88.41484871,40.18607317
163,17,19,10400,2088,1.7019E+14,1,3,0.10051812,0.000367821,-88.19709052,40.33585408
164,17,19,10700,6109,1.7019E+14,0,0,0.001957313,1.91341E-07,-88.05146228,40.11076948
165,17,19,10400,4068,1.7019E+14,0,0,0.004907223,4.36894E-07,-87.9603479,40.36550374
166,17,19,10700,5013,1.7019E+14,4,12,0.040226323,4.44827E-05,-88.04439826,40.13891394
167,17,19,10601,1005,1.7019E+14,0,0,0.005529357,1.70654E-06,-88.37912285,40.21064786
168,17,19,10700,5027,1.7019E+14,0,0,0.045453498,4.58209E-06,-88.02930243,40.12044784
169,17,19,5900,1014,1.7019E+14,0,0,0.008081157,2.8539E-06,-88.22717255,40.11084077
170,17,19,5402,2010,1.7019E+14,0,0,0.037164879,2.07329E-06,-88.15005051,40.13048437
171,17,19,10400,4064,1.7019E+14,0,0,0.00579273,1.63686E-06,-87.96214845,40.37702732
172,17,19,10500,3075,1.7019E+14,0,0,0.001716072,8.98525E-08,-88.3609128,40.23361515
173,17,19,10601,2070,1.7019E+14,0,0,0.002299307,1.41815E-07,-88.407096,40.18095805
174,17,19,10700,6052,1.7019E+14,0,0,0.022268361,1.56471E-06,-88.03775289,40.1608109
175,17,19,5800,1004,1.7019E+14,0,0,0.003073568,3.93648E-07,-88.21570142,40.11242383
176,17,19,5800,1006,1.7019E+14,28,46,0.003908441,4.88834E-07,-88.21697567,40.11208521
177,17,19,5800,1007,1.7019E+14,0,0,0.00352069,8.67285E-08,-88.21689799,40.11191894
178,17,19,10500,3020,1.7019E+14,0,0,0.002367822,8.6858E-08,-88.39710318,40.26729672
179,17,19,10500,1066,1.7019E+14,0,0,0.067851932,6.47927E-06,-88.30719075,40.34541999
180,17,19,10400,2086,1.7019E+14,0,0,0.026181387,9.98133E-06,-88.17445476,40.33121907
181,17,19,10604,2035,1.7019E+14,0,0,0.007985963,9.60158E-07,-88.42846269,40.12038667
182,17,19,10400,2149,1.7019E+14,0,0,0.002466628,2.62654E-07,-88.17420563,40.27522915
183,17,19,700,3020,1.7019E+14,15,40,0.004791413,1.43484E-06,-88.23941151,40.12911741
184,17,19,10601,1051,1.7019E+14,0,0,0.002056502,2.72331E-07,-88.39573267,40.20081803
185,17,19,5600,5075,1.7019E+14,0,0,0.003694736,2.24919E-07,-88.17847347,40.08861571
186,17,19,1400,1042,1.7019E+14,0,0,0.003138494,5.48154E-07,-88.24368473,40.09139609
187,17,19,6000,2002,1.7019E+14,0,0,0.011288027,7.39431E-06,-88.21523988,40.08914794
188,17,19,1400,1032,1.7019E+14,0,0,0.007057064,1.23883E-06,-88.24433121,40.09338815
189,17,19,1206,2007,1.7019E+14,4,11,0.006908662,1.08276E-06,-88.31402182,40.09298632
190,17,19,5300,1050,1.7019E+14,0,0,0.001503311,8.46995E-08,-88.21955163,40.13468757
191,17,19,6000,2010,1.7019E+14,0,0,0.008780464,4.73656E-06,-88.21762676,40.08779829
192,17,19,5600,5029,1.7019E+14,0,0,0.004899761,3.03762E-07,-88.17505713,40.09782889
193,17,19,10601,1050,1.7019E+14,0,0,0.00893607,1.47885E-06,-88.39596269,40.19957634
194,17,19,10601,3038,1.7019E+14,0,0,0.003949485,8.03479E-07,-88.41907699,40.1914828
195,17,19,1205,3041,1.7019E+14,22,71,0.008122624,3.72882E-06,-88.32351973,40.08966814
196,17,19,11100,2009,1.7019E+14,0,0,0.004869681,1.28246E-06,-88.22480492,40.11314227
197,17,19,5900,2001,1.7019E+14,201,1347,0.012247997,6.85973E-06,-88.22158341,40.10979277
198,17,19,5900,2005,1.7019E+14,0,56,0.01355677,8.77558E-06,-88.2263142,40.10504968
199,17,19,6000,1004,1.7019E+14,0,0,0.016605794,1.69514E-05,-88.22140136,40.09634779
200,17,19,5900,1000,1.7019E+14,76,172,0.00432749,9.17806E-07,-88.21854594,40.11251698
201,17,19,5900,1001,1.7019E+14,84,128,0.003812104,7.70059E-07,-88.21999307,40.11250601
202,17,19,11100,3012,1.7019E+14,32,47,0.004155947,1.02044E-06,-88.22000368,40.11317777
203,17,19,5900,2010,1.7019E+14,0,0,0.006668086,2.38273E-06,-88.22039718,40.10752346
204,17,19,11100,3014,1.7019E+14,26,54,0.005617467,1.78093E-06,-88.21843473,40.11397336
205,17,19,5800,1008,1.7019E+14,33,64,0.004268766,7.37339E-07,-88.21686142,40.11167518
206,17,19,5900,3011,1.7019E+14,9,19,0.004830416,1.31645E-06,-88.21833759,40.09860134
207,17,19,5800,5006,1.7019E+14,20,51,0.006373269,1.94996E-06,-88.21316775,40.10026403
208,17,19,5800,5013,1.7019E+14,20,39,0.006306631,1.87495E-06,-88.2131525,40.09945361
209,17,19,1301,1029,1.7019E+14,0,0,0.010473706,6.3222E-06,-88.24789824,40.08733036
210,17,19,1400,2037,1.7019E+14,23,72,0.008430699,2.77706E-06,-88.2443136,40.05912527
211,17,19,1100,1006,1.7019E+14,16,38,0.007095985,2.4292E-06,-88.27013001,40.1082729
212,17,19,1203,2018,1.7019E+14,15,31,0.005841417,1.61205E-06,-88.28055278,40.08949566
213,17,19,1203,2036,1.7019E+14,13,36,0.005576225,1.42508E-06,-88.28043342,40.0858797
214,17,19,1301,5018,1.7019E+14,21,38,0.009940772,3.98489E-06,-88.27050139,40.08519401
215,17,19,10604,2054,1.7019E+14,1,2,0.051145753,0.000124048,-88.35952093,40.11678195
216,17,19,500,1004,1.7019E+14,97,185,0.00652518,2.67785E-06,-88.24591797,40.10761796
217,17,19,5701,3010,1.7019E+14,14,27,0.006128425,2.17004E-06,-88.20888158,40.08784031
218,17,19,5701,3012,1.7019E+14,13,33,0.006494408,1.91992E-06,-88.2029841,40.08476941
219,17,19,10700,3070,1.7019E+14,0,0,0.00065543,2.96355E-08,-88.02226288,40.11544806
220,17,19,10800,5091,1.7019E+14,2,3,0.047880264,0.00013661,-88.05214958,39.9450832
221,17,19,10800,5107,1.7019E+14,3,10,0.066905956,0.00027529,-88.03793581,39.93046291
222,17,19,10800,5155,1.7019E+14,2,5,0.066725815,0.000273299,-88.09433717,39.88731061
223,17,19,10800,5210,1.7019E+14,0,0,0.047973143,0.000137302,-88.06138605,39.90158771
224,17,19,10800,5241,1.7019E+14,0,0,0.038437973,8.89746E-05,-88.05158822,39.88456177
225,17,19,10800,2070,1.7019E+14,0,0,0.052103343,0.000154623,-88.08009655,39.99016572
226,17,19,10400,4001,1.7019E+14,0,0,0.004199561,1.54472E-07,-87.93277367,40.38752621
227,17,19,10100,1019,1.7019E+14,26,62,0.007503078,2.20078E-06,-88.14459534,40.31634109
228,17,19,10204,2029,1.7019E+14,0,0,0.005943583,2.13024E-06,-88.15149386,40.30882103
229,17,19,10204,4004,1.7019E+14,8,13,0.004822133,1.18752E-06,-88.1480922,40.31169492
230,17,19,10204,1004,1.7019E+14,30,78,0.00572948,1.22158E-06,-88.14186612,40.30641245
231,17,19,10300,2005,1.7019E+14,34,66,0.053072595,9.06049E-05,-88.13476253,40.29801235
232,17,19,10204,3002,1.7019E+14,19,28,0.006427617,1.87456E-06,-88.12809711,40.30727223
233,17,19,10204,1001,1.7019E+14,35,75,0.009843023,3.01857E-06,-88.12951817,40.30573923
234,17,19,10300,2000,1.7019E+14,25,78,0.019257293,3.69733E-06,-88.12579337,40.3024899
235,17,19,10300,2030,1.7019E+14,12,35,0.00392522,9.63569E-07,-88.12849184,40.29818794
236,17,19,10204,3016,1.7019E+14,0,0,0.034098111,6.95586E-05,-88.12205073,40.293576
237,17,19,1400,2024,1.7019E+14,28,89,0.008529861,2.63099E-06,-88.24445832,40.05612299
238,17,19,5401,3022,1.7019E+14,0,0,0.00288257,2.81071E-07,-88.20491149,40.13468614
239,17,19,11100,1015,1.7019E+14,8,11,0.016408764,5.76521E-06,-88.21119419,40.11576456
240,17,19,5300,2021,1.7019E+14,0,0,0.004754052,1.2528E-06,-88.21370853,40.11778904
241,17,19,5401,2006,1.7019E+14,12,18,0.004262497,1.13164E-06,-88.20593137,40.12529093
242,17,19,5401,2015,1.7019E+14,7,5,0.001410184,1.16733E-07,-88.20483317,40.12607186
243,17,19,5401,2017,1.7019E+14,16,49,0.008267007,3.27677E-06,-88.20632572,40.12300803
244,17,19,5401,5004,1.7019E+14,32,47,0.00327038,4.37551E-07,-88.19846598,40.12542389
245,17,19,5401,1027,1.7019E+14,34,61,0.024918471,5.23273E-06,-88.17721382,40.11965328
246,17,19,1301,5016,1.7019E+14,14,36,0.007475351,2.54022E-06,-88.27401611,40.08494645
247,17,19,5401,3031,1.7019E+14,10,17,0.0049483,1.30626E-06,-88.19567715,40.13071426
248,17,19,10204,5000,1.7019E+14,8,18,0.008822585,2.47396E-06,-88.16329953,40.3149476
249,17,19,10500,1074,1.7019E+14,0,0,0.015942371,9.49227E-06,-88.33579249,40.35611355
250,17,19,10604,1062,1.7019E+14,0,0,0.025334618,2.74778E-05,-88.21399319,40.20956446
251,17,19,10500,2029,1.7019E+14,2,5,0.096267183,0.000410326,-88.2623209,40.25548738
252,17,19,10400,2138,1.7019E+14,0,0,0.028078026,3.84702E-05,-88.21807872,40.28434479
253,17,19,10800,5038,1.7019E+14,1,1,0.004659995,1.20578E-06,-88.11464204,39.9597727
254,17,19,10400,4118,1.7019E+14,1,1,0.035653214,5.28803E-05,-87.9951118,40.32945654
255,17,19,10400,4111,1.7019E+14,0,0,0.005995295,8.77142E-07,-87.9496355,40.32889709
256,17,19,10400,4145,1.7019E+14,7,10,0.004860953,1.54296E-06,-87.94586691,40.30296094
257,17,19,10400,4212,1.7019E+14,8,14,0.004970132,1.54606E-06,-87.94831607,40.30167278
258,17,19,10400,4149,1.7019E+14,6,16,0.00499923,1.56465E-06,-87.94707164,40.301692
259,17,19,10400,4153,1.7019E+14,4,8,0.066134655,0.000262654,-87.93906759,40.29137755
260,17,19,10400,4117,1.7019E+14,1,2,0.01806247,2.01351E-05,-87.98559466,40.32939424
261,17,19,10400,4194,1.7019E+14,1,2,0.067087279,0.000259843,-87.95835917,40.26149456
262,17,19,10400,4101,1.7019E+14,0,0,0.02677156,2.68733E-05,-88.0034202,40.33648059
263,17,19,10400,4223,1.7019E+14,3,8,0.067100872,0.000279911,-87.93833969,40.23283184
264,17,19,10400,4225,1.7019E+14,0,0,0.028516514,2.83736E-05,-87.95039249,40.23075312
265,17,19,10400,2060,1.7019E+14,7,19,0.067659849,0.000280582,-88.14540293,40.23177225
266,17,19,10400,2003,1.7019E+14,0,0,0.024681758,3.33663E-05,-88.09401318,40.30009469
267,17,19,10400,2008,1.7019E+14,4,9,0.056477187,0.000178306,-88.0848941,40.29016293
268,17,19,10400,2019,1.7019E+14,3,7,0.06792551,0.000283078,-88.08805714,40.26149506
269,17,19,10400,2022,1.7019E+14,1,1,0.015103288,4.26566E-06,-88.05976132,40.25631057
270,17,19,10604,1000,1.7019E+14,4,10,0.039638849,9.79992E-05,-88.13052774,40.21986681
271,17,19,10604,1075,1.7019E+14,0,0,0.066048307,0.000274661,-88.1537533,40.19325567
272,17,19,10604,1103,1.7019E+14,2,3,0.052506681,0.000137693,-88.13457139,40.1603937
273,17,19,5800,1016,1.7019E+14,9,17,0.003671663,6.16542E-07,-88.21247288,40.11089685
274,17,19,200,2060,1.7019E+14,1,1,0.004172578,7.92395E-07,-88.23290979,40.11660547
275,17,19,5800,2013,1.7019E+14,16,33,0.004175404,9.51666E-07,-88.21244237,40.10949977
